FrameId,Event,Type,OId,HId,D
236,3,MATCH,3.0,2.0,0.09276865456640737
236,4,MATCH,1376.0,1.0,0.038461538461538436
237,0,RAW,,,
237,1,RAW,3.0,2.0,0.07774140752864156
237,2,RAW,1376.0,1.0,0.09110169491525422
237,3,MATCH,3.0,2.0,0.07774140752864156
237,4,MATCH,1376.0,1.0,0.09110169491525422
238,0,RAW,,,
238,1,RAW,3.0,2.0,0.07520325203252032
238,2,RAW,1376.0,1.0,0.02857142857142858
238,3,MATCH,3.0,2.0,0.07520325203252032
238,4,MATCH,1376.0,1.0,0.02857142857142858
239,0,RAW,,,
239,1,RAW,3.0,2.0,0.08339483394833946
239,2,RAW,1376.0,1.0,0.11546391752577323
239,3,MATCH,3.0,2.0,0.08339483394833946
239,4,MATCH,1376.0,1.0,0.11546391752577323
240,0,RAW,,,
240,1,RAW,3.0,2.0,0.07413668196087897
240,2,RAW,1376.0,1.0,0.09110169491525422
240,3,MATCH,3.0,2.0,0.07413668196087897
240,4,MATCH,1376.0,1.0,0.09110169491525422
241,0,RAW,,,
241,1,RAW,3.0,2.0,0.05714285714285716
241,2,RAW,1376.0,1.0,0.10052910052910058
241,3,MATCH,3.0,2.0,0.05714285714285716
241,4,MATCH,1376.0,1.0,0.10052910052910058
242,0,RAW,,,
242,1,RAW,3.0,2.0,0.040000000000000036
242,2,RAW,1376.0,1.0,0.02857142857142858
242,3,MATCH,3.0,2.0,0.040000000000000036
242,4,MATCH,1376.0,1.0,0.02857142857142858
243,0,RAW,,,
243,1,RAW,3.0,2.0,0.07310344827586202
243,2,RAW,1376.0,1.0,0.0
243,3,MATCH,3.0,2.0,0.07310344827586202
243,4,MATCH,1376.0,1.0,0.0
244,0,RAW,,,
244,1,RAW,3.0,2.0,0.07203389830508478
244,2,RAW,1376.0,1.0,0.0625
244,3,MATCH,3.0,2.0,0.07203389830508478
244,4,MATCH,1376.0,1.0,0.0625
245,0,RAW,,,
245,1,RAW,3.0,2.0,0.05655172413793108
245,2,RAW,1376.0,1.0,0.08695652173913049
245,3,MATCH,3.0,2.0,0.05655172413793108
245,4,MATCH,1376.0,1.0,0.08695652173913049
246,0,RAW,,,
246,1,RAW,3.0,2.0,0.016949152542372836
246,2,RAW,1376.0,1.0,0.08695652173913049
246,3,MATCH,3.0,2.0,0.016949152542372836
246,4,MATCH,1376.0,1.0,0.08695652173913049
247,0,RAW,,,
247,1,RAW,3.0,2.0,0.038961038961038974
247,2,RAW,1376.0,1.0,0.06896551724137934
247,3,MATCH,3.0,2.0,0.038961038961038974
247,4,MATCH,1376.0,1.0,0.06896551724137934
248,0,RAW,,,
248,1,RAW,3.0,2.0,0.04220779220779225
248,2,RAW,1376.0,1.0,0.11965065502183403
248,3,MATCH,3.0,2.0,0.04220779220779225
248,4,MATCH,1376.0,1.0,0.11965065502183403
249,0,RAW,,,
249,1,RAW,3.0,2.0,0.02564102564102566
249,2,RAW,1376.0,1.0,0.09999999999999998
249,3,MATCH,3.0,2.0,0.02564102564102566
249,4,MATCH,1376.0,1.0,0.09999999999999998
250,0,RAW,,,
250,1,RAW,3.0,2.0,0.012658227848101222
250,2,RAW,1376.0,1.0,0.09043020193151885
250,3,MATCH,3.0,2.0,0.012658227848101222
250,4,MATCH,1376.0,1.0,0.09043020193151885
251,0,RAW,,,
251,1,RAW,3.0,2.0,0.02813504823151125
251,2,RAW,1376.0,1.0,0.12353471596032461
251,3,MATCH,3.0,2.0,0.02813504823151125
251,4,MATCH,1376.0,1.0,0.12353471596032461
252,0,RAW,,,
252,1,RAW,3.0,2.0,0.012499999999999956
252,2,RAW,1376.0,1.0,0.09999999999999998
252,3,MATCH,3.0,2.0,0.012499999999999956
252,4,MATCH,1376.0,1.0,0.09999999999999998
253,0,RAW,,,
253,1,RAW,3.0,2.0,0.03993055555555558
253,2,RAW,1376.0,1.0,0.09043020193151885
253,3,MATCH,3.0,2.0,0.03993055555555558
253,4,MATCH,1376.0,1.0,0.09043020193151885
254,0,RAW,,,
254,1,RAW,3.0,2.0,0.050201539025284014
254,2,RAW,1376.0,1.0,0.06896551724137934
254,3,MATCH,3.0,2.0,0.050201539025284014
254,4,MATCH,1376.0,1.0,0.06896551724137934
255,0,RAW,,,
255,1,RAW,3.0,2.0,0.04933920704845818
255,2,RAW,1376.0,1.0,0.05903723887375112
255,3,MATCH,3.0,2.0,0.04933920704845818
255,4,MATCH,1376.0,1.0,0.05903723887375112
256,0,RAW,,,
256,1,RAW,3.0,2.0,0.026431718061673992
256,2,RAW,1376.0,1.0,0.03448275862068961
256,3,MATCH,3.0,2.0,0.026431718061673992
256,4,MATCH,1376.0,1.0,0.03448275862068961
257,0,RAW,,,
257,1,RAW,3.0,2.0,0.048136386428213274
257,2,RAW,1376.0,1.0,0.05989110707803991
257,3,MATCH,3.0,2.0,0.048136386428213274
257,4,MATCH,1376.0,1.0,0.05989110707803991
258,0,RAW,,,
258,1,RAW,3.0,2.0,0.03673200461209025
258,2,RAW,1376.0,1.0,0.03448275862068961
258,3,MATCH,3.0,2.0,0.03673200461209025
258,4,MATCH,1376.0,1.0,0.03448275862068961
259,0,RAW,,,
259,1,RAW,3.0,2.0,0.02197802197802201
259,2,RAW,1376.0,1.0,0.0
259,3,MATCH,3.0,2.0,0.02197802197802201
259,4,MATCH,1376.0,1.0,0.0
260,0,RAW,,,
260,1,RAW,3.0,2.0,0.0
260,2,RAW,1376.0,1.0,0.06666666666666665
260,3,MATCH,3.0,2.0,0.0
260,4,MATCH,1376.0,1.0,0.06666666666666665
261,0,RAW,,,
261,1,RAW,3.0,2.0,0.010869565217391353
261,2,RAW,1376.0,1.0,0.08212147134302827
261,3,MATCH,3.0,2.0,0.010869565217391353
261,4,MATCH,1376.0,1.0,0.08212147134302827
262,0,RAW,,,
262,1,RAW,3.0,2.0,0.024492234169653515
262,2,RAW,1376.0,1.0,0.08982035928143717
262,3,MATCH,3.0,2.0,0.024492234169653515
262,4,MATCH,1376.0,1.0,0.08982035928143717
263,0,RAW,,,
263,1,RAW,3.0,2.0,0.010752688172043001
263,2,RAW,1376.0,1.0,0.11847555923777964
263,3,MATCH,3.0,2.0,0.010752688172043001
263,4,MATCH,1376.0,1.0,0.11847555923777964
264,0,RAW,,,
264,1,RAW,3.0,2.0,0.03677709152161712
264,2,RAW,1376.0,1.0,0.1398544866612773
264,3,MATCH,3.0,2.0,0.03677709152161712
264,4,MATCH,1376.0,1.0,0.1398544866612773
265,0,RAW,,,
265,1,RAW,3.0,2.0,0.05882352941176472
265,2,RAW,1376.0,1.0,0.1398544866612773
265,3,MATCH,3.0,2.0,0.05882352941176472
265,4,MATCH,1376.0,1.0,0.1398544866612773
266,0,RAW,,,
266,1,RAW,3.0,2.0,0.078760162601626
266,2,RAW,1376.0,1.0,0.06451612903225812
266,3,MATCH,3.0,2.0,0.078760162601626
266,4,MATCH,1376.0,1.0,0.06451612903225812
267,0,RAW,,,
267,1,RAW,3.0,2.0,0.05726256983240219
267,2,RAW,1376.0,1.0,0.06451612903225812
267,3,MATCH,3.0,2.0,0.05726256983240219
267,4,MATCH,1376.0,1.0,0.06451612903225812
268,0,RAW,,,
268,1,RAW,3.0,2.0,0.05970705064548165
268,2,RAW,1376.0,1.0,0.032258064516129004
268,3,MATCH,3.0,2.0,0.05970705064548165
268,4,MATCH,1376.0,1.0,0.032258064516129004
269,0,RAW,,,
269,1,RAW,3.0,2.0,0.05584557484521069
269,2,RAW,1376.0,1.0,0.0625
269,3,MATCH,3.0,2.0,0.05584557484521069
269,4,MATCH,1376.0,1.0,0.0625
270,0,RAW,,,
270,1,RAW,3.0,2.0,0.06651323360184125
270,2,RAW,1376.0,1.0,0.03125
270,3,MATCH,3.0,2.0,0.06651323360184125
270,4,MATCH,1376.0,1.0,0.03125
271,0,RAW,,,
271,1,RAW,3.0,2.0,0.07425352112676054
271,2,RAW,1376.0,1.0,0.056451612903225756
271,3,MATCH,3.0,2.0,0.07425352112676054
271,4,MATCH,1376.0,1.0,0.056451612903225756
272,0,RAW,,,
272,1,RAW,3.0,2.0,0.0976127320954907
272,2,RAW,1376.0,1.0,0.025000000000000022
272,3,MATCH,3.0,2.0,0.0976127320954907
272,4,MATCH,1376.0,1.0,0.025000000000000022
273,0,RAW,,,
273,1,RAW,3.0,2.0,0.09843814221126179
273,2,RAW,1376.0,1.0,0.025000000000000022
273,3,MATCH,3.0,2.0,0.09843814221126179
273,4,MATCH,1376.0,1.0,0.025000000000000022
274,0,RAW,,,
274,1,RAW,3.0,2.0,0.07780275632880462
274,2,RAW,1376.0,1.0,0.03125
274,3,MATCH,3.0,2.0,0.07780275632880462
274,4,MATCH,1376.0,1.0,0.03125
275,0,RAW,,,
275,1,RAW,3.0,2.0,0.09781357882623709
275,2,RAW,1376.0,1.0,0.0
275,3,MATCH,3.0,2.0,0.09781357882623709
275,4,MATCH,1376.0,1.0,0.0
276,0,RAW,,,
276,1,RAW,3.0,2.0,0.09537468626747936
276,2,RAW,1376.0,1.0,0.0
276,3,MATCH,3.0,2.0,0.09537468626747936
276,4,MATCH,1376.0,1.0,0.0
277,0,RAW,,,
277,1,RAW,3.0,2.0,0.09331392860200327
277,2,RAW,1376.0,1.0,0.0778032036613272
277,3,MATCH,3.0,2.0,0.09331392860200327
277,4,MATCH,1376.0,1.0,0.0778032036613272
278,0,RAW,,,
278,1,RAW,3.0,2.0,0.07408018478798883
278,2,RAW,1376.0,1.0,0.08284023668639051
278,3,MATCH,3.0,2.0,0.07408018478798883
278,4,MATCH,1376.0,1.0,0.08284023668639051
279,0,RAW,,,
279,1,RAW,3.0,2.0,0.07039141414141414
279,2,RAW,1376.0,1.0,0.024390243902439046
279,3,MATCH,3.0,2.0,0.07039141414141414
279,4,MATCH,1376.0,1.0,0.024390243902439046
280,0,RAW,,,
280,1,RAW,3.0,2.0,0.0782805429864254
280,2,RAW,1376.0,1.0,0.04878048780487809
280,3,MATCH,3.0,2.0,0.0782805429864254
280,4,MATCH,1376.0,1.0,0.04878048780487809
281,0,RAW,,,
281,1,RAW,3.0,2.0,0.04887328065554575
281,2,RAW,1376.0,1.0,0.0
281,3,MATCH,3.0,2.0,0.04887328065554575
281,4,MATCH,1376.0,1.0,0.0
282,0,RAW,,,
282,1,RAW,3.0,2.0,0.06583115273378326
282,2,RAW,1376.0,1.0,0.05252100840336138
282,3,MATCH,3.0,2.0,0.06583115273378326
282,4,MATCH,1376.0,1.0,0.05252100840336138
283,0,RAW,,,
283,1,RAW,3.0,2.0,0.06422018348623848
283,2,RAW,1376.0,1.0,0.0
283,3,MATCH,3.0,2.0,0.06422018348623848
283,4,MATCH,1376.0,1.0,0.0
284,0,RAW,,,
284,1,RAW,3.0,2.0,0.07592420006213108
284,2,RAW,1376.0,1.0,0.07392197125256672
284,3,MATCH,3.0,2.0,0.07592420006213108
284,4,MATCH,1376.0,1.0,0.07392197125256672
285,0,RAW,,,
285,1,RAW,3.0,2.0,0.05344911937377694
285,2,RAW,1376.0,1.0,0.05714285714285716
285,3,MATCH,3.0,2.0,0.05344911937377694
285,4,MATCH,1376.0,1.0,0.05714285714285716
286,0,RAW,,,
286,1,RAW,3.0,2.0,0.0813704496788008
286,2,RAW,1376.0,1.0,0.02941176470588236
286,3,MATCH,3.0,2.0,0.0813704496788008
286,4,MATCH,1376.0,1.0,0.02941176470588236
287,0,RAW,,,
287,1,RAW,3.0,2.0,0.0752898905765148
287,2,RAW,1376.0,1.0,0.1063829787234043
287,3,MATCH,3.0,2.0,0.0752898905765148
287,4,MATCH,1376.0,1.0,0.1063829787234043
288,0,RAW,,,
288,1,RAW,3.0,2.0,0.07185345054482284
288,2,RAW,1376.0,1.0,0.09947643979057597
288,3,MATCH,3.0,2.0,0.07185345054482284
288,4,MATCH,1376.0,1.0,0.09947643979057597
289,0,RAW,,,
289,1,RAW,3.0,2.0,0.07432500250928431
289,2,RAW,1376.0,1.0,0.16606060606060602
289,3,MATCH,3.0,2.0,0.07432500250928431
289,4,MATCH,1376.0,1.0,0.16606060606060602
290,0,RAW,,,
290,1,RAW,3.0,2.0,0.059277108433734904
290,2,RAW,1376.0,1.0,0.1621465666474322
290,3,MATCH,3.0,2.0,0.059277108433734904
290,4,MATCH,1376.0,1.0,0.1621465666474322
291,0,RAW,,,
291,1,RAW,3.0,2.0,0.09051878354203935
291,2,RAW,1376.0,1.0,0.20416425679583572
291,3,MATCH,3.0,2.0,0.09051878354203935
291,4,MATCH,1376.0,1.0,0.20416425679583572
292,0,RAW,,,
292,1,RAW,3.0,2.0,0.07823025772523795
292,2,RAW,1376.0,1.0,0.18598078010175245
292,3,MATCH,3.0,2.0,0.07823025772523795
292,4,MATCH,1376.0,1.0,0.18598078010175245
293,0,RAW,,,
293,1,RAW,3.0,2.0,0.07445358013469405
293,2,RAW,1376.0,1.0,0.12862108922363846
293,3,MATCH,3.0,2.0,0.07445358013469405
293,4,MATCH,1376.0,1.0,0.12862108922363846
294,0,RAW,,,
294,1,RAW,3.0,2.0,0.09661654135338349
294,2,RAW,1376.0,1.0,0.19279778393351799
294,3,MATCH,3.0,2.0,0.09661654135338349
294,4,MATCH,1376.0,1.0,0.19279778393351799
295,0,RAW,,,
295,1,RAW,3.0,2.0,0.0769736842105263
295,2,RAW,1376.0,1.0,0.21824104234527686
295,3,MATCH,3.0,2.0,0.0769736842105263
295,4,MATCH,1376.0,1.0,0.21824104234527686
296,0,RAW,,,
296,1,RAW,1376.0,1.0,0.16216216216216217
296,2,RAW,,2.0,
296,3,MATCH,1376.0,1.0,0.16216216216216217
296,4,FP,,2.0,
297,0,RAW,,,
297,1,RAW,1376.0,1.0,0.24019607843137258
297,2,RAW,,2.0,
297,3,MATCH,1376.0,1.0,0.24019607843137258
297,4,FP,,2.0,
298,0,RAW,,,
298,1,RAW,1376.0,1.0,0.2682705401724921
298,2,RAW,,2.0,
298,3,MATCH,1376.0,1.0,0.2682705401724921
298,4,FP,,2.0,
299,0,RAW,,,
299,1,RAW,1376.0,1.0,0.1867057673509286
299,2,RAW,,2.0,
299,3,MATCH,1376.0,1.0,0.1867057673509286
299,4,FP,,2.0,
300,0,RAW,,,
300,1,RAW,1376.0,1.0,0.1856738925541942
300,2,MATCH,1376.0,1.0,0.1856738925541942
301,0,RAW,,,
301,1,RAW,1376.0,1.0,0.18518518518518523
301,2,MATCH,1376.0,1.0,0.18518518518518523
302,0,RAW,,,
302,1,RAW,1376.0,1.0,0.09705456301303717
302,2,MATCH,1376.0,1.0,0.09705456301303717
303,0,RAW,,,
303,1,RAW,1376.0,1.0,0.15343659244917718
303,2,MATCH,1376.0,1.0,0.15343659244917718
304,0,RAW,,,
304,1,RAW,1376.0,1.0,0.17815482502651114
304,2,MATCH,1376.0,1.0,0.17815482502651114
305,0,RAW,,,
305,1,RAW,1376.0,1.0,0.06522911051212943
305,2,MATCH,1376.0,1.0,0.06522911051212943
306,0,RAW,,,
306,1,RAW,1376.0,1.0,0.09433962264150941
306,2,MATCH,1376.0,1.0,0.09433962264150941
307,0,RAW,,,
307,1,RAW,1376.0,1.0,0.1696428571428571
307,2,MATCH,1376.0,1.0,0.1696428571428571
308,0,RAW,,,
308,1,RAW,1376.0,1.0,0.0939977349943375
308,2,MATCH,1376.0,1.0,0.0939977349943375
309,0,RAW,,,
309,1,RAW,1376.0,1.0,0.09673659673659674
309,2,MATCH,1376.0,1.0,0.09673659673659674
310,0,RAW,,,
310,1,RAW,1376.0,1.0,0.17818642993024736
310,2,MATCH,1376.0,1.0,0.17818642993024736
311,0,RAW,,,
311,1,RAW,1376.0,1.0,0.21112515802781284
311,2,MATCH,1376.0,1.0,0.21112515802781284
312,0,RAW,,,
312,1,RAW,1376.0,1.0,0.18520710059171597
312,2,MATCH,1376.0,1.0,0.18520710059171597
313,0,RAW,,,
313,1,RAW,1376.0,1.0,0.19558359621451105
313,2,MATCH,1376.0,1.0,0.19558359621451105
314,0,RAW,,,
315,0,RAW,,,
316,0,RAW,,,
317,0,RAW,,,
318,0,RAW,,,
319,0,RAW,,,
320,0,RAW,,,
321,0,RAW,,,
322,0,RAW,,,
323,0,RAW,,,
324,0,RAW,,,
325,0,RAW,,,
326,0,RAW,,,
327,0,RAW,,,
328,0,RAW,,,
329,0,RAW,,,
330,0,RAW,,,
331,0,RAW,,,
332,0,RAW,,,
333,0,RAW,,,
334,0,RAW,,,
335,0,RAW,,,
336,0,RAW,,,
337,0,RAW,,,
338,0,RAW,,,
339,0,RAW,,,
340,0,RAW,,,
341,0,RAW,,,
342,0,RAW,,,
343,0,RAW,,,
344,0,RAW,,,
345,0,RAW,,,
346,0,RAW,,,
347,0,RAW,,,
348,0,RAW,,,
349,0,RAW,,,
350,0,RAW,,,
351,0,RAW,,,
352,0,RAW,,,
353,0,RAW,,,
354,0,RAW,,,
355,0,RAW,,,
356,0,RAW,,,
357,0,RAW,,,
358,0,RAW,,,
359,0,RAW,,,
360,0,RAW,,,
361,0,RAW,,,
362,0,RAW,,,
363,0,RAW,,,
364,0,RAW,,,
365,0,RAW,,,
366,0,RAW,,,
367,0,RAW,,,
368,0,RAW,,,
369,0,RAW,,,
370,0,RAW,,,
371,0,RAW,,,
372,0,RAW,,,
373,0,RAW,,,
374,0,RAW,,,
375,0,RAW,,,
376,0,RAW,,,
377,0,RAW,,,
378,0,RAW,,,
379,0,RAW,,,
380,0,RAW,,,
381,0,RAW,,,
382,0,RAW,,,
383,0,RAW,,,
384,0,RAW,,,
385,0,RAW,,,
386,0,RAW,,,
387,0,RAW,,,
388,0,RAW,,,
389,0,RAW,,,
390,0,RAW,,,
391,0,RAW,,,
392,0,RAW,,,
393,0,RAW,,,
394,0,RAW,,,
395,0,RAW,,,
396,0,RAW,,,
397,0,RAW,,,
398,0,RAW,,,
399,0,RAW,,,
400,0,RAW,,,
401,0,RAW,,,
402,0,RAW,,,
403,0,RAW,,,
404,0,RAW,,,
405,0,RAW,,,
406,0,RAW,,,
407,0,RAW,,,
408,0,RAW,,,
409,0,RAW,,,
410,0,RAW,,,
411,0,RAW,,,
412,0,RAW,,,
413,0,RAW,,,
414,0,RAW,,,
415,0,RAW,,,
416,0,RAW,,,
417,0,RAW,,,
418,0,RAW,,,
419,0,RAW,,,
420,0,RAW,,,
421,0,RAW,,,
422,0,RAW,,,
423,0,RAW,,,
424,0,RAW,,,
425,0,RAW,,,
426,0,RAW,,,
427,0,RAW,,,
428,0,RAW,,,
429,0,RAW,,,
430,0,RAW,,,
431,0,RAW,,,
432,0,RAW,,,
433,0,RAW,,,
434,0,RAW,,,
435,0,RAW,,,
436,0,RAW,,,
437,0,RAW,,,
438,0,RAW,,,
439,0,RAW,,,
440,0,RAW,,,
441,0,RAW,,,
442,0,RAW,,,
443,0,RAW,,,
444,0,RAW,,,
445,0,RAW,,,
446,0,RAW,,,
447,0,RAW,,,
448,0,RAW,,,
449,0,RAW,,,
450,0,RAW,,,
451,0,RAW,,,
452,0,RAW,,,
453,0,RAW,,,
